client_id,days_since_last_transaction,avg_days_between_transactions,effort_required,status,potential_monthly_profit
87696,2,1.52,1 Visit,active,39361.450000000004
91749,2,1.53,1 Visit,active,44844.475
92655,2,1.44,1 Email,active,65200.53599999999
97492,2,1.56,1 Visit,active,94667.278
102519,5,2.12,2 Phone calls,active,46811.828
103426,2,1.44,1 Email,active,70028.739
106085,2,1.49,1 Email,active,60207.111
106107,9,2.4,1 Email,churned,45229.761
106488,2,1.46,2 Phone calls,active,125711.147
109692,5,2.17,1 Visit,active,93061.075
113149,3,1.46,1 Email,active,126478.53899999999
113177,2,1.62,1 Email,active,52565.814
114046,12,1.7,2 Phone calls,churned,43087.664
117098,9,1.84,1 Email,churned,49781.025
117709,5,1.53,1 Visit,churned,130467.1
118157,5,1.83,1 Email,active,61776.414000000004
118261,2,1.45,2 Phone calls,active,62801.597
120273,2,1.57,1 Visit,active,52658.572
124349,9,1.58,1 Email,churned,53010.864
125578,2,1.44,1 Email,active,85965.3
130549,2,1.47,2 Phone calls,active,41448.691999999995
135325,2,1.86,1 Email,active,153330.336
135616,4,1.51,1 Visit,active,44375.647000000004
138242,2,1.57,2 Phone calls,active,41278.214
139835,2,1.45,1 Email,active,75760.425
140313,157,1.53,2 Phone calls,churned,84701.945
141736,9,1.61,1 Email,churned,48478.203
145272,2,1.45,1 Visit,active,39346.789
149433,2,1.81,1 Email,active,39102.975
151397,4,1.49,1 Visit,active,71617.747
152409,4,1.64,1 Email,active,50879.358
153890,3,1.5,1 Email,active,95476.311
159644,3,2.53,1 Email,active,43315.497
160781,3,1.71,2 Phone calls,active,40924.775
161977,2,1.49,1 Visit,active,49240.786
163448,2,1.53,2 Phone calls,active,77639.078
163472,2,1.49,1 Visit,active,44409.064
163536,177,50.75,1 Visit,churned,49466.353
166624,2,1.81,2 Phone calls,active,82600.436
168204,3,1.51,1 Visit,active,60006.847
170391,2,1.67,1 Email,active,64364.022000000004
171132,2,2.87,2 Phone calls,active,60008.6
171312,2,1.73,2 Phone calls,active,80083.739
174547,185,1.6,2 Phone calls,churned,70456.952
177646,3,1.79,2 Phone calls,active,44069.303
178746,24,2.22,2 Phone calls,churned,41515.049
178851,9,2.22,1 Visit,churned,38968.672000000006
179892,2,1.85,2 Phone calls,active,56999.792
184887,3,1.46,1 Visit,active,55202.386
186500,5,1.85,2 Phone calls,active,38792.486000000004
186614,2,1.46,2 Phone calls,active,85101.608
186700,3,1.49,1 Email,active,67704.642
187061,11,2.59,1 Visit,churned,61155.247
187747,2,1.47,2 Phone calls,active,73767.24200000001
188926,2,1.47,1 Visit,active,214424.31100000002
191381,9,1.48,1 Visit,churned,47644.114
192301,2,1.53,2 Phone calls,active,104583.422
193064,9,1.61,2 Phone calls,churned,56727.65
195689,2,1.46,1 Email,active,71632.8
197191,3,1.56,2 Phone calls,active,55523.747
200803,2,1.49,1 Email,active,40840.200000000004
201675,2,1.52,1 Visit,active,125849.875
203244,2,1.45,1 Visit,active,136677.55000000002
206643,4,1.56,1 Visit,active,36803.164
208344,5,2.82,2 Phone calls,active,43049.792
213494,3,2.04,2 Phone calls,active,57652.85
213668,3,1.53,2 Phone calls,active,75088.44200000001
214751,4,1.61,1 Email,active,40474.647000000004
216261,2,1.58,2 Phone calls,active,45189.992
218905,4,1.63,1 Visit,active,50507.347
224524,2,1.37,2 Phone calls,active,127139.258
229782,4,1.56,1 Visit,active,56353.036
232611,3,1.48,1 Email,active,99923.328
234785,18,2.99,1 Email,churned,63265.608
237647,5,2.27,1 Email,active,125718.33600000001
238215,2,1.45,2 Phone calls,active,110381.789
239348,2,2.49,2 Phone calls,active,46710.272000000004
240088,2,1.44,2 Phone calls,active,49137.536
242501,2,1.51,2 Phone calls,active,52333.625
245066,4,4.8,2 Phone calls,active,36436.403
245272,2,1.45,1 Email,active,161420.058
246242,3,1.72,1 Visit,active,70403.728
249873,9,2.24,1 Email,churned,54060.039
250790,2,1.44,2 Phone calls,active,207503.00300000003
250977,2,1.46,1 Visit,active,103840.447
251920,11,2.11,1 Visit,churned,62104.79200000001
254563,3,1.92,1 Visit,active,52552.975
254694,5,2.73,1 Visit,active,36683.275
254713,2,1.46,1 Visit,active,180331.897
255794,2,1.45,1 Visit,active,169659.886
257861,2,1.44,1 Email,active,85929.642
257929,2,1.49,2 Phone calls,active,54666.875
258317,2,1.56,2 Phone calls,active,53864.858
259345,2,1.44,1 Email,active,61388.064000000006
264180,2,1.53,1 Email,active,72271.31400000001
264770,2,1.52,1 Email,active,54289.647000000004
264820,1,1.4,1 Visit,active,82397.047
267074,9,1.91,1 Email,churned,65553.561
267327,2,2.66,1 Email,active,40775.814
267660,3,1.56,1 Email,active,43017.147000000004
268249,2,1.45,1 Visit,active,186961.639
269678,2,1.44,1 Email,active,140744.40300000002
270017,4,1.47,1 Visit,active,52572.703
270023,2,1.56,1 Email,active,67242.708
270053,3,2.1,1 Email,active,63548.325000000004
271317,10,1.72,1 Visit,churned,44123.539
271918,2,1.64,1 Visit,active,40477.414
274010,2,1.48,1 Visit,active,123268.26100000001
274607,2,1.54,2 Phone calls,active,49293.272000000004
274652,3,1.53,1 Visit,active,45542.425
275785,2,1.57,2 Phone calls,active,53380.514
276399,11,3.41,1 Email,churned,41584.428
282205,2,1.45,1 Email,active,42840.225
282316,2,1.44,1 Email,active,55726.272000000004
283373,2,1.51,1 Email,active,63862.757999999994
283625,2,1.44,1 Email,active,119979.07199999999
284343,2,1.85,1 Visit,active,51767.725
285995,2,1.47,1 Visit,active,58426.564
286249,2,1.89,1 Visit,active,46610.689
287028,2,1.44,1 Visit,active,37171.336
287031,9,1.69,2 Phone calls,churned,51232.628
291547,2,1.46,2 Phone calls,active,74276.858
293976,2,2.2,1 Email,active,73319.103
295075,3,1.47,1 Visit,active,55103.908
296199,2,1.57,1 Visit,active,38533.747
296291,4,1.52,1 Email,active,95745.753
296821,3,6.82,1 Visit,active,36168.664
297446,5,2.12,2 Phone calls,active,47833.211
297733,3,1.46,1 Visit,active,110299.864
299463,2,2.29,2 Phone calls,active,39768.986000000004
304356,19,24.12,1 Visit,active,40895.914
305386,3,1.6,1 Visit,active,45926.014
310924,2,1.45,1 Email,active,93176.397
312446,2,1.46,1 Email,active,48199.914
313304,2,1.45,1 Email,active,112874.47200000001
315496,2,1.48,1 Email,active,179881.839
316963,2,1.48,2 Phone calls,active,142215.761
317207,2,1.44,1 Visit,active,41149.336
317406,9,1.48,2 Phone calls,churned,53781.608
318912,11,1.94,1 Email,churned,40171.797000000006
318938,11,2.15,1 Email,churned,38447.289
319093,2,1.53,2 Phone calls,active,40103.147000000004
319575,2,1.45,1 Email,active,59620.347
322573,4,1.54,1 Email,active,66156.039
323038,2,1.43,1 Email,active,62598.257999999994
324012,2,1.44,1 Visit,active,363447.814
324900,3,2.18,2 Phone calls,active,36794.558000000005
325331,2,1.54,1 Visit,active,43315.114
328035,2,1.47,2 Phone calls,active,46185.086
331825,3,1.51,1 Email,active,49759.389
334340,2,2.81,1 Email,active,83357.028
334437,9,1.61,2 Phone calls,churned,38069.191999999995
334812,3,1.51,1 Visit,active,92485.26400000001
335696,2,1.34,1 Email,active,39179.439
337414,2,1.45,1 Email,active,202341.897
339007,2,1.46,1 Email,active,61543.35
341268,4,1.5,2 Phone calls,active,55953.947
341530,2,1.48,2 Phone calls,active,55074.728
343904,5,7.67,1 Visit,active,37635.925
345269,3,1.45,2 Phone calls,active,106284.008
345535,9,1.74,1 Email,churned,44040.636
346256,2,1.46,1 Email,active,354513.375
346874,3,1.83,2 Phone calls,active,47978.786
347733,2,1.45,1 Email,active,53826.858
349178,2,1.48,1 Email,active,59735.628
349291,2,1.52,1 Visit,active,65532.89200000001
349300,9,1.65,1 Visit,churned,56252.686
349582,2,1.45,1 Visit,active,112814.392
349666,3,1.7,1 Email,active,44478.639
351570,2,1.45,2 Phone calls,active,138338.90300000002
351723,9,1.49,1 Email,churned,58597.992
356814,5,1.69,1 Email,active,101601.792
359511,9,1.75,1 Visit,churned,68851.678
360673,2,1.68,2 Phone calls,active,42634.622
362470,4,1.5,2 Phone calls,active,36319.547000000006
365271,4,2.86,1 Email,active,86170.95
367675,3,1.68,1 Visit,active,36148.342
368527,2,1.45,1 Visit,active,50783.647000000004
371301,3,1.46,1 Visit,active,103256.725
372912,3,1.48,1 Visit,active,75229.86099999999
373049,2,1.62,1 Email,active,50401.691999999995
374188,10,1.77,1 Visit,churned,55719.364
374756,2,1.77,1 Visit,active,38018.839
377332,10,2.04,1 Visit,churned,40920.997
377854,9,1.96,2 Phone calls,churned,57899.189
378189,9,1.69,1 Visit,churned,40888.039
378412,2,1.54,2 Phone calls,active,40027.889
380433,2,1.49,1 Email,active,85715.811
381292,2,1.62,1 Visit,active,119912.83600000001
382824,10,1.7,1 Visit,churned,90713.875
385383,2,1.46,2 Phone calls,active,104043.31400000001
385520,2,1.49,1 Email,active,77470.686
388586,2,1.6,1 Visit,active,50002.978
390895,3,1.45,2 Phone calls,active,46404.011
392667,2,1.46,1 Visit,active,47583.436
393868,10,1.77,1 Email,churned,54417.078
397951,2,1.45,2 Phone calls,active,45623.0
398204,2,1.44,1 Visit,active,65928.325
398705,13,2.53,1 Visit,churned,69068.272
399037,3,1.5,2 Phone calls,active,36755.003
403467,2,3.35,2 Phone calls,active,57236.186
406145,2,1.49,1 Email,active,41587.200000000004
407345,10,1.74,1 Email,churned,41798.889
407858,2,1.46,1 Visit,active,46198.191999999995
409987,2,1.42,1 Visit,active,186718.03600000002
413168,4,1.95,2 Phone calls,active,49490.264
417576,2,1.43,1 Visit,active,1033134.511
418450,2,1.46,2 Phone calls,active,46186.589
424287,5,1.55,2 Phone calls,churned,60003.91099999999
430146,2,1.5,1 Email,active,99538.2
431555,2,1.48,1 Email,active,76967.397
432972,3,1.47,1 Email,active,38707.992
433367,13,2.77,1 Email,churned,46728.261
433629,2,1.54,1 Email,active,96689.853
435648,2,1.77,2 Phone calls,active,40524.797000000006
436537,2,1.86,2 Phone calls,active,71359.697
436955,2,1.69,2 Phone calls,active,71813.711
438726,2,1.47,1 Email,active,145787.922
439866,2,1.47,2 Phone calls,active,87443.93900000001
440241,2,1.47,2 Phone calls,active,83242.622
440342,2,1.51,1 Email,active,67673.322
441144,2,1.91,1 Visit,active,43242.592
442588,2,1.44,1 Email,active,124861.725
444843,2,1.46,1 Email,active,58553.397000000004
445592,362,26.18,1 Email,churned,128348.397
454245,4,1.5,1 Visit,active,38882.65
458364,2,1.55,2 Phone calls,active,39444.797000000006
458423,2,1.78,2 Phone calls,active,40159.136
464351,2,1.45,1 Visit,active,41170.9
469125,9,2.54,1 Email,churned,43564.797000000006
471983,10,3.59,2 Phone calls,active,42682.808000000005
472099,2,1.53,1 Visit,active,83064.811
472512,9,1.47,1 Visit,churned,54346.486000000004
472514,11,1.92,1 Email,churned,51951.447
472898,3,1.96,2 Phone calls,active,63326.486
473896,3,1.48,1 Email,active,73635.408
474373,2,1.67,1 Email,active,49761.036
475640,2,1.54,1 Email,active,88754.81400000001
476807,5,1.48,2 Phone calls,churned,51900.392
477675,2,1.47,2 Phone calls,active,38207.972
487011,9,1.78,1 Email,churned,62252.51400000001
489052,2,1.44,1 Visit,active,45254.236000000004
491882,13,4.73,2 Phone calls,active,45130.439
498112,2,1.42,2 Phone calls,active,113251.142
502068,2,1.81,1 Visit,active,38008.903
505460,2,1.5,1 Email,active,40799.853
506296,2,1.46,2 Phone calls,active,111280.403
507553,2,1.5,1 Email,active,51455.664
508501,2,1.54,2 Phone calls,active,52018.589
511577,2,1.46,2 Phone calls,active,127275.57199999999
511962,2,1.42,1 Visit,active,44371.822
512660,23,3.62,1 Visit,churned,43310.632000000005
513380,2,1.44,1 Email,active,100795.122
516405,2,1.45,1 Visit,active,71573.161
517065,2,1.51,1 Email,active,76234.158
517554,4,1.65,1 Visit,active,44467.375
517696,2,1.47,1 Visit,active,152924.16100000002
520988,2,1.49,1 Visit,active,82697.31400000001
521232,2,1.44,2 Phone calls,active,41458.286
526216,2,1.53,1 Visit,active,58250.947
526883,5,1.45,1 Visit,churned,120345.99699999999
527348,9,1.64,1 Email,churned,51304.275
528366,13,2.82,1 Visit,churned,76611.478
528506,2,1.52,1 Visit,active,157453.447
529000,5,2.06,1 Email,active,49989.708000000006
530188,3,1.72,1 Visit,active,62370.247
534843,2,1.44,2 Phone calls,active,93559.511
535319,3,1.69,1 Visit,active,57326.053
535956,9,2.34,2 Phone calls,churned,41332.358
537935,4,1.53,1 Visit,active,47341.228
539483,2,1.54,2 Phone calls,active,47208.503
542924,9,1.57,1 Email,churned,51313.203
542988,2,1.93,2 Phone calls,active,45892.325000000004
545353,3,1.5,1 Visit,active,42124.639
548596,4,1.85,2 Phone calls,active,41948.111000000004
548753,3,1.52,1 Visit,active,79266.478
549675,3,1.48,2 Phone calls,active,43414.472
550516,4,1.61,2 Phone calls,active,63427.925
551651,2,1.46,1 Email,active,175060.089
553655,2,1.44,1 Visit,active,80047.408
558325,2,1.55,1 Visit,active,97700.503
559811,2,1.44,1 Visit,active,175845.442
560228,3,1.49,2 Phone calls,active,63560.153
562648,2,1.48,1 Visit,active,64243.039000000004
564422,4,1.59,1 Email,active,244382.29200000002
566169,9,1.67,2 Phone calls,churned,92623.925
569096,2,1.51,2 Phone calls,active,77526.72200000001
569729,4,1.59,2 Phone calls,active,69426.047
572750,3,2.03,2 Phone calls,active,36512.975
573452,2,1.49,1 Visit,active,56489.953
574461,2,1.53,1 Email,active,38657.178
575414,2,1.52,2 Phone calls,active,42735.539
576532,12,3.44,2 Phone calls,churned,49814.075000000004
577056,1,1.75,1 Visit,active,40689.247
577099,3,1.52,1 Visit,active,103650.322
578376,2,1.88,2 Phone calls,active,43525.289
580237,2,1.51,2 Phone calls,active,62048.261
582299,5,3.37,1 Visit,active,125231.19699999999
589035,2,1.5,2 Phone calls,active,51845.447
591832,2,1.45,1 Email,active,106512.19200000001
593006,2,1.45,2 Phone calls,active,200160.578
596258,9,1.46,1 Email,churned,259787.25
596775,2,1.48,1 Visit,active,111655.903
597355,5,1.66,2 Phone calls,churned,37589.042
598278,2,1.5,1 Visit,active,62917.11400000001
598931,4,1.78,2 Phone calls,active,57841.211
600098,2,1.51,1 Email,active,36613.278
600933,5,1.51,1 Visit,churned,51862.747
604261,2,1.48,1 Email,active,89611.803
604791,10,3.29,1 Email,churned,67004.028
606445,5,1.75,1 Email,active,51605.892
606891,2,1.55,1 Email,active,41902.308000000005
607998,20,3.57,1 Visit,churned,56528.878
609244,2,1.46,1 Visit,active,71566.56400000001
611953,2,1.54,2 Phone calls,active,47056.889
612396,2,1.46,1 Email,active,105260.508
613336,2,1.45,2 Phone calls,active,71762.6
614764,4,1.73,2 Phone calls,active,57636.497
618691,11,4.13,1 Email,active,44595.153
621340,3,1.64,2 Phone calls,active,61757.228
623096,4,1.55,1 Visit,active,50180.089
625545,2,1.45,1 Email,active,49546.35
625780,2,1.49,2 Phone calls,active,50280.797000000006
626527,3,1.49,2 Phone calls,active,55325.558000000005
627824,2,1.57,1 Email,active,37924.947
628011,3,1.64,1 Visit,active,39529.975
631391,12,3.84,1 Visit,churned,46451.353
631876,9,1.95,2 Phone calls,churned,174209.52800000002
632774,2,1.49,1 Visit,active,61688.164000000004
635072,2,1.61,1 Visit,active,67669.186
635328,2,1.78,1 Visit,active,51216.736000000004
636796,2,1.45,2 Phone calls,active,41728.322
636823,3,2.29,1 Email,active,117399.042
638703,3,1.68,1 Email,active,54874.953
638795,2,1.45,1 Visit,active,45328.603
638957,2,1.5,1 Visit,active,58329.103
642556,2,2.43,1 Visit,active,45850.522000000004
644060,3,1.95,1 Email,active,47906.892
645041,2,1.46,1 Email,active,43668.261
647292,2,1.43,2 Phone calls,active,50633.3
652798,2,1.49,1 Email,active,102896.928
653182,2,1.48,2 Phone calls,active,68123.225
655972,11,1.52,1 Email,churned,76641.561
660495,0,1.59,1 Email,active,84471.822
662246,5,1.76,2 Phone calls,active,72424.478
663154,2,1.44,2 Phone calls,active,46687.25
664162,3,1.74,1 Visit,active,40216.297000000006
665522,3,1.79,1 Visit,active,50615.689
668018,12,1.76,1 Email,churned,47584.089
669927,2,1.54,2 Phone calls,active,51612.158
670567,2,1.57,1 Visit,active,104268.325
670886,2,1.45,1 Email,active,66521.358
672776,2,1.44,1 Email,active,52688.025
674617,2,1.46,2 Phone calls,active,159232.547
681753,2,1.5,1 Email,active,37517.139
682077,2,1.5,1 Visit,active,39160.075000000004
682353,2,1.47,1 Visit,active,55047.136
683383,2,1.52,1 Email,active,100059.039
687339,2,1.68,1 Email,active,49000.878
687584,9,1.73,1 Visit,churned,111595.225
688777,2,1.63,1 Visit,active,51540.061
688919,2,1.51,1 Email,active,37747.539
689477,4,1.56,2 Phone calls,active,85377.053
691738,9,2.2,1 Visit,churned,61788.289000000004
691897,9,1.5,2 Phone calls,churned,61293.575000000004
692195,5,1.48,1 Visit,churned,80646.772
694254,3,1.51,1 Visit,active,52301.425
694342,4,1.51,1 Email,active,44278.686
695540,3,1.56,1 Visit,active,36859.297000000006
696515,9,1.67,1 Email,churned,48247.200000000004
697186,2,1.54,1 Email,active,63167.742000000006
698750,3,1.87,1 Email,active,38840.589
699010,9,1.69,1 Visit,churned,46651.189
702762,3,1.66,2 Phone calls,active,43705.289
702888,3,1.65,2 Phone calls,active,43902.722
705312,1,1.28,1 Visit,active,126165.70300000001
709228,2,1.77,1 Visit,active,57383.797000000006
712933,2,1.5,1 Email,active,45480.6
720278,2,1.48,1 Email,active,70038.747
721946,2,1.44,1 Visit,active,57323.128
725438,5,2.47,2 Phone calls,active,114896.936
726867,34,8.19,1 Visit,churned,78144.664
730155,2,1.58,1 Email,active,44740.728
732030,4,1.54,1 Email,active,45756.108
734322,4,1.52,2 Phone calls,active,79426.739
734583,2,1.44,1 Email,active,41716.908
734809,5,2.08,1 Visit,active,48613.153
735831,2,1.59,2 Phone calls,active,50171.411
736364,2,1.61,2 Phone calls,active,42646.439
736968,2,1.47,1 Email,active,136939.086
744320,9,2.23,2 Phone calls,churned,36458.408
746158,3,1.48,1 Email,active,45055.314
746360,2,1.46,1 Email,active,134037.864
747888,3,1.52,2 Phone calls,active,119315.189
747951,2,1.46,1 Email,active,55323.558000000005
749102,38,13.78,1 Email,active,44282.619000000006
749713,2,1.45,1 Visit,active,48699.292
750311,2,1.45,2 Phone calls,active,119841.392
755246,5,1.69,1 Visit,active,68314.261
755519,2,1.94,1 Email,active,42397.911
757650,2,1.45,1 Email,active,108750.375
758269,2,1.54,1 Visit,active,45752.872
761727,2,1.46,1 Email,active,45960.228
763357,2,2.36,2 Phone calls,active,78366.575
764025,4,1.73,2 Phone calls,active,39372.086
768587,9,2.12,1 Visit,churned,39411.778
774613,3,1.6,2 Phone calls,active,81319.511
776321,2,1.85,2 Phone calls,active,46785.728
776358,2,1.49,2 Phone calls,active,78649.553
778118,2,1.57,1 Visit,active,114449.76400000001
781036,9,1.59,1 Visit,churned,61365.657999999996
782240,3,1.73,2 Phone calls,active,66167.561
782682,5,2.1,1 Email,active,61138.197
783783,2,1.46,1 Email,active,36465.975
784023,2,1.48,2 Phone calls,active,104327.903
786186,2,1.46,2 Phone calls,active,128569.28600000001
791126,2,1.58,1 Visit,active,53907.214
794738,2,1.44,2 Phone calls,active,163322.75
795863,3,1.5,1 Visit,active,41328.742
796022,2,1.58,2 Phone calls,active,81157.43900000001
797143,2,1.47,1 Email,active,42108.597
798548,2,1.51,2 Phone calls,active,40112.714
801680,2,1.46,1 Email,active,43266.941999999995
802673,2,1.46,1 Email,active,110728.908
802878,2,1.57,2 Phone calls,active,37749.764
803932,5,1.56,2 Phone calls,churned,96074.822
804156,2,1.86,2 Phone calls,active,52447.178
805390,2,3.76,2 Phone calls,active,46303.814
805583,2,1.62,2 Phone calls,active,45733.439
805616,2,1.5,1 Email,active,36788.625
805704,3,1.51,2 Phone calls,active,44374.439
808292,2,1.88,1 Visit,active,50873.125
811505,251,1.44,1 Visit,churned,79531.77100000001
813191,3,1.59,1 Email,active,47449.989
813686,3,1.47,1 Visit,active,63514.525
815746,11,2.34,1 Email,churned,40492.953
819814,2,1.44,1 Email,active,75696.822
821980,3,1.68,2 Phone calls,active,64379.63900000001
822336,2,2.95,1 Visit,active,47146.342
824122,19,7.53,1 Visit,active,41076.697
826261,2,1.44,2 Phone calls,active,46715.941999999995
826940,9,2.05,2 Phone calls,churned,52443.65
828304,4,1.64,1 Visit,active,42104.308000000005
829814,11,4.14,1 Email,active,266885.514
831718,3,1.65,2 Phone calls,active,75136.475
833036,12,2.53,2 Phone calls,churned,65531.97200000001
834287,3,1.48,1 Visit,active,90956.614
836754,9,1.55,2 Phone calls,churned,53264.936
837714,3,1.55,1 Visit,active,36818.725
838172,2,1.46,2 Phone calls,active,54156.503
838258,2,1.44,1 Visit,active,134024.27800000002
845385,2,1.5,1 Visit,active,83215.408
847354,3,1.88,1 Email,active,65149.685999999994
848962,2,1.44,2 Phone calls,active,57820.592
853623,10,2.53,2 Phone calls,churned,78752.90000000001
854451,3,1.48,1 Visit,active,77596.897
855979,2,1.49,2 Phone calls,active,47669.708000000006
864026,2,3.82,1 Email,active,142802.06399999998
867448,2,1.44,1 Visit,active,119622.92800000001
868013,2,1.61,1 Email,active,40847.058000000005
871199,1,1.68,1 Visit,active,59925.657999999996
872525,2,1.5,1 Visit,active,54528.736000000004
873001,2,2.41,1 Email,active,40432.122
873150,19,4.34,2 Phone calls,churned,50323.25
877434,2,1.47,1 Visit,active,111121.114
878738,2,1.5,1 Email,active,132941.7
878889,2,1.55,1 Visit,active,44001.886
879623,3,1.62,2 Phone calls,active,40486.097
881711,3,1.45,1 Email,active,60776.775
882417,3,1.47,1 Email,active,91143.828
885049,2,1.93,1 Email,active,52681.5
887036,2,1.45,1 Visit,active,85261.936
890078,2,1.45,1 Visit,active,37248.736000000004
890252,2,1.47,1 Email,active,47411.892
891063,2,1.54,2 Phone calls,active,37363.511
892705,2,1.93,2 Phone calls,active,75491.489
895646,2,1.56,1 Visit,active,55024.636
895931,2,1.44,1 Visit,active,89883.625
896016,3,1.47,2 Phone calls,active,62464.960999999996
896654,9,1.56,2 Phone calls,churned,61915.21400000001
900195,3,1.83,1 Visit,active,70215.286
902253,2,4.29,1 Visit,active,188707.297
903270,2,1.81,2 Phone calls,active,91921.475
907689,3,1.56,1 Email,active,38547.297000000006
908470,2,1.5,1 Email,active,77735.592
909513,5,6.04,1 Email,active,38177.775
921599,2,1.44,2 Phone calls,active,59014.622
921974,2,1.45,2 Phone calls,active,335673.992
923144,2,1.45,1 Visit,active,116332.411
924307,3,1.86,2 Phone calls,active,168996.989
926987,4,2.7,2 Phone calls,active,40614.842
928567,2,1.82,2 Phone calls,active,45124.814
934827,2,1.48,1 Email,active,57476.808000000005
935515,3,1.68,1 Email,active,47675.475
937801,3,2.43,2 Phone calls,active,103714.661
938174,4,1.71,2 Phone calls,active,77463.803
940099,5,1.89,2 Phone calls,active,58618.289
940650,2,1.45,1 Email,active,91389.897
942415,2,1.58,1 Visit,active,50898.064
942459,9,1.78,1 Visit,churned,39269.758
943886,2,1.84,1 Email,active,45999.9
944287,1,1.59,2 Phone calls,active,47302.922000000006
944916,4,2.73,1 Email,active,87946.128
944998,9,3.77,1 Email,active,47916.342
946576,3,1.84,1 Visit,active,39468.325000000004
947867,2,1.51,1 Visit,active,40787.689
948017,2,1.49,2 Phone calls,active,92473.958
951757,2,1.46,1 Email,active,81477.072
953990,3,1.52,1 Email,active,55133.397000000004
955820,2,1.36,2 Phone calls,active,111304.1
958591,4,3.61,1 Visit,active,42908.575000000004
960796,2,1.49,1 Email,active,48477.492
961759,4,2.87,1 Visit,active,39302.5
963046,3,3.09,1 Visit,active,47671.6
963676,32,5.1,2 Phone calls,churned,41718.098000000005
964048,2,2.18,1 Visit,active,37953.292
967012,2,1.55,1 Visit,active,49848.475
969778,4,1.57,2 Phone calls,active,49549.664
972461,2,1.56,1 Email,active,42541.353
973658,5,1.6,2 Phone calls,churned,90932.411
974971,2,1.5,1 Email,active,36808.578
976682,2,1.44,1 Email,active,142632.15300000002
976974,4,1.46,1 Visit,active,105300.328
977478,17,2.74,1 Visit,churned,38315.128
979094,2,1.52,1 Visit,active,41612.422000000006
984348,10,3.54,2 Phone calls,active,62263.478
984422,2,1.44,2 Phone calls,active,66330.164
985303,2,1.46,1 Visit,active,75007.714
990171,2,1.58,1 Visit,active,46292.089
990641,2,1.54,1 Email,active,44763.228
992178,2,1.6,1 Visit,active,91446.214
992720,19,1.9,1 Visit,churned,95292.661
994813,5,1.64,2 Phone calls,churned,49722.428
995683,5,3.2,2 Phone calls,active,39233.342
996794,2,1.44,1 Email,active,51343.272000000004
1005196,4,1.56,1 Visit,active,50510.497
1007170,3,1.93,2 Phone calls,active,56675.711
1007327,2,1.5,1 Visit,active,57341.758
1009395,2,1.54,1 Email,active,45642.861000000004
1011461,3,2.98,1 Email,active,40525.128
1012620,2,1.55,1 Email,active,43536.564
1012791,2,1.65,1 Visit,active,56227.153
1015520,2,1.45,1 Visit,active,46677.289
1015601,2,1.45,2 Phone calls,active,97485.98599999999
